货架编号,货架(y),层(z),列(x),深浅位,原材料编号,箱子类型,消耗占比,距离(x+z),物理距离(mm),库位编号
01,1,1,4,浅位,B6T0000001324,E1,0.2305,5,1700.0,01_01_04_01
01,1,1,4,深位,B6T0000001324,E1,0.2305,5,1700.0,01_01_04_02
02,2,1,4,浅位,B6T0000001324,E1,0.2305,5,1700.0,02_01_04_01
03,3,1,4,浅位,B6T0000001681,E1,0.2285,5,1700.0,03_01_04_01
03,3,1,4,深位,B6T0000001681,E1,0.2285,5,1700.0,03_01_04_02
04,4,1,4,浅位,B6T0000001681,E1,0.2285,5,1700.0,04_01_04_01
04,4,1,4,深位,B6T0000001681,E1,0.2285,5,1700.0,04_01_04_02
05,5,1,4,浅位,B6T0000001681,E1,0.2285,5,1700.0,05_01_04_01
05,5,1,4,深位,B6T0000001681,E1,0.2285,5,1700.0,05_01_04_02
06,6,1,4,浅位,B6T0000001681,E1,0.2285,5,1700.0,06_01_04_01
06,6,1,4,深位,B6T0000001681,E1,0.2285,5,1700.0,06_01_04_02
07,7,1,4,浅位,B6T0000001681,E1,0.2285,5,1700.0,07_01_04_01
07,7,1,4,深位,B6T0000001681,E1,0.2285,5,1700.0,07_01_04_02
08,8,1,4,浅位,B6T0000001681,E1,0.2285,5,1700.0,08_01_04_01
08,8,1,4,深位,B6T0000001681,E1,0.2285,5,1700.0,08_01_04_02
09,9,1,4,浅位,B6T0000001681,E1,0.2285,5,1700.0,09_01_04_01
09,9,1,4,深位,B6T0000001681,E1,0.2285,5,1700.0,09_01_04_02
10,10,1,4,浅位,B6T0000001681,E1,0.2285,5,1700.0,10_01_04_01
10,10,1,4,深位,B6T0000001681,E1,0.2285,5,1700.0,10_01_04_02
11,11,1,4,浅位,B6T0000001681,E1,0.2285,5,1700.0,11_01_04_01
11,11,1,4,深位,B6T0000001681,E1,0.2285,5,1700.0,11_01_04_02
12,12,1,4,浅位,B6T0000001681,E1,0.2285,5,1700.0,12_01_04_01
12,12,1,4,深位,B6T0000001681,E1,0.2285,5,1700.0,12_01_04_02
13,13,1,4,浅位,B6T0000001681,E1,0.2285,5,1700.0,13_01_04_01
13,13,1,4,深位,B6T0000001681,E1,0.2285,5,1700.0,13_01_04_02
14,14,1,4,浅位,B6T0000001681,E1,0.2285,5,1700.0,14_01_04_01
14,14,1,4,深位,B6T0000001681,E1,0.2285,5,1700.0,14_01_04_02
01,1,3,3,浅位,B6T0000001681,E1,0.2285,6,1700.0,01_03_03_01
01,1,3,3,深位,B6T0000001681,E1,0.2285,6,1700.0,01_03_03_02
02,2,3,3,浅位,B6T0000001681,E1,0.2285,6,1700.0,02_03_03_01
02,2,3,3,深位,B6T0000001681,E1,0.2285,6,1700.0,02_03_03_02
03,3,3,3,浅位,B6T0000001681,E1,0.2285,6,1700.0,03_03_03_01
03,3,3,3,深位,B6T0000001681,E1,0.2285,6,1700.0,03_03_03_02
04,4,3,3,浅位,B6T0000001334,E1,0.2223,6,1700.0,04_03_03_01
04,4,3,3,深位,B6T0000001334,E1,0.2223,6,1700.0,04_03_03_02
05,5,3,3,浅位,B6T0000001334,E1,0.2223,6,1700.0,05_03_03_01
05,5,3,3,深位,B6T0000001334,E1,0.2223,6,1700.0,05_03_03_02
06,6,3,3,浅位,B6T0000001334,E1,0.2223,6,1700.0,06_03_03_01
06,6,3,3,深位,B6T0000001334,E1,0.2223,6,1700.0,06_03_03_02
07,7,3,3,浅位,B6T0000001334,E1,0.2223,6,1700.0,07_03_03_01
07,7,3,3,深位,B6T0000001334,E1,0.2223,6,1700.0,07_03_03_02
08,8,3,3,浅位,B6T0000001334,E1,0.2223,6,1700.0,08_03_03_01
08,8,3,3,深位,B6T0000001334,E1,0.2223,6,1700.0,08_03_03_02
09,9,3,3,浅位,B6T0000001334,E1,0.2223,6,1700.0,09_03_03_01
09,9,3,3,深位,B6T0000001334,E1,0.2223,6,1700.0,09_03_03_02
10,10,3,3,浅位,B6T0000001370,E1,0.2001,6,1700.0,10_03_03_01
10,10,3,3,深位,B6T0000001370,E1,0.2001,6,1700.0,10_03_03_02
11,11,3,3,浅位,B6T0000001370,E1,0.2001,6,1700.0,11_03_03_01
11,11,3,3,深位,B6T0000001370,E1,0.2001,6,1700.0,11_03_03_02
12,12,3,3,浅位,B6T0000001370,E1,0.2001,6,1700.0,12_03_03_01
12,12,3,3,深位,B6T0000001370,E1,0.2001,6,1700.0,12_03_03_02
13,13,3,3,浅位,B6T0000001370,E1,0.2001,6,1700.0,13_03_03_01
13,13,3,3,深位,B6T0000001370,E1,0.2001,6,1700.0,13_03_03_02
14,14,3,3,浅位,B6T0000001370,E1,0.2001,6,1700.0,14_03_03_01
14,14,3,3,深位,B6T0000001370,E1,0.2001,6,1700.0,14_03_03_02
01,1,5,2,浅位,B6T0000001370,E1,0.2001,7,1700.0,01_05_02_01
01,1,5,2,深位,B6T0000001370,E1,0.2001,7,1700.0,01_05_02_02
02,2,5,2,浅位,B6T0000001370,E1,0.2001,7,1700.0,02_05_02_01
02,2,5,2,深位,B6T0000001370,E1,0.2001,7,1700.0,02_05_02_02
03,3,5,2,浅位,B6T0000001370,E1,0.2001,7,1700.0,03_05_02_01
04,4,5,2,浅位,B6T0000001440,E1,0.1918,7,1700.0,04_05_02_01
04,4,5,2,深位,B6T0000001440,E1,0.1918,7,1700.0,04_05_02_02
05,5,5,2,浅位,B6T0000001440,E1,0.1918,7,1700.0,05_05_02_01
05,5,5,2,深位,B6T0000001440,E1,0.1918,7,1700.0,05_05_02_02
06,6,5,2,浅位,B6T0000001440,E1,0.1918,7,1700.0,06_05_02_01
06,6,5,2,深位,B6T0000001440,E1,0.1918,7,1700.0,06_05_02_02
07,7,5,2,浅位,B6T0000001440,E1,0.1918,7,1700.0,07_05_02_01
07,7,5,2,深位,B6T0000001440,E1,0.1918,7,1700.0,07_05_02_02
08,8,5,2,浅位,B6T0000001440,E1,0.1918,7,1700.0,08_05_02_01
08,8,5,2,深位,B6T0000001440,E1,0.1918,7,1700.0,08_05_02_02
09,9,5,2,浅位,B6T0000001440,E1,0.1918,7,1700.0,09_05_02_01
09,9,5,2,深位,B6T0000001440,E1,0.1918,7,1700.0,09_05_02_02
10,10,5,2,浅位,B6T0000001440,E1,0.1918,7,1700.0,10_05_02_01
10,10,5,2,深位,B6T0000001440,E1,0.1918,7,1700.0,10_05_02_02
11,11,5,2,浅位,B6T0000001440,E1,0.1918,7,1700.0,11_05_02_01
11,11,5,2,深位,B6T0000001440,E1,0.1918,7,1700.0,11_05_02_02
12,12,5,2,浅位,B6T0000001440,E1,0.1918,7,1700.0,12_05_02_01
13,13,5,2,浅位,B6T0000001388,E1,0.1914,7,1700.0,13_05_02_01
13,13,5,2,深位,B6T0000001388,E1,0.1914,7,1700.0,13_05_02_02
14,14,5,2,浅位,B6T0000001388,E1,0.1914,7,1700.0,14_05_02_01
14,14,5,2,深位,B6T0000001388,E1,0.1914,7,1700.0,14_05_02_02
01,1,7,1,浅位,B6T0000001388,E1,0.1914,8,1700.0,01_07_01_01
01,1,7,1,深位,B6T0000001388,E1,0.1914,8,1700.0,01_07_01_02
02,2,7,1,浅位,B6T0000001388,E1,0.1914,8,1700.0,02_07_01_01
02,2,7,1,深位,B6T0000001388,E1,0.1914,8,1700.0,02_07_01_02
03,3,7,1,浅位,B6T0000001388,E1,0.1914,8,1700.0,03_07_01_01
03,3,7,1,深位,B6T0000001388,E1,0.1914,8,1700.0,03_07_01_02
04,4,7,1,浅位,B6T0000001388,E1,0.1914,8,1700.0,04_07_01_01
04,4,7,1,深位,B6T0000001388,E1,0.1914,8,1700.0,04_07_01_02
05,5,7,1,浅位,B6T0000001388,E1,0.1914,8,1700.0,05_07_01_01
05,5,7,1,深位,B6T0000001388,E1,0.1914,8,1700.0,05_07_01_02
06,6,7,1,浅位,B6T0000001388,E1,0.1914,8,1700.0,06_07_01_01
06,6,7,1,深位,B6T0000001388,E1,0.1914,8,1700.0,06_07_01_02
07,7,7,1,浅位,B6T0000001388,E1,0.1914,8,1700.0,07_07_01_01
07,7,7,1,深位,B6T0000001388,E1,0.1914,8,1700.0,07_07_01_02
08,8,7,1,浅位,B6T0000001388,E1,0.1914,8,1700.0,08_07_01_01
08,8,7,1,深位,B6T0000001388,E1,0.1914,8,1700.0,08_07_01_02
09,9,7,1,浅位,B6T0000001388,E1,0.1914,8,1700.0,09_07_01_01
09,9,7,1,深位,B6T0000001388,E1,0.1914,8,1700.0,09_07_01_02
10,10,7,1,浅位,B6T0000001388,E1,0.1914,8,1700.0,10_07_01_01
10,10,7,1,深位,B6T0000001388,E1,0.1914,8,1700.0,10_07_01_02
11,11,7,1,浅位,B6T0000001388,E1,0.1914,8,1700.0,11_07_01_01
11,11,7,1,深位,B6T0000001388,E1,0.1914,8,1700.0,11_07_01_02
12,12,7,1,浅位,B6T0000001388,E1,0.1914,8,1700.0,12_07_01_01
12,12,7,1,深位,B6T0000001388,E1,0.1914,8,1700.0,12_07_01_02
13,13,7,1,浅位,B6T0000001388,E1,0.1914,8,1700.0,13_07_01_01
14,14,7,1,浅位,B6T0000001382,E1,0.1892,8,1700.0,14_07_01_01
14,14,7,1,深位,B6T0000001382,E1,0.1892,8,1700.0,14_07_01_02
01,1,2,4,浅位,B6T0000001382,E1,0.1892,6,1900.0,01_02_04_01
01,1,2,4,深位,B6T0000001382,E1,0.1892,6,1900.0,01_02_04_02
02,2,2,4,浅位,B6T0000001382,E1,0.1892,6,1900.0,02_02_04_01
02,2,2,4,深位,B6T0000001382,E1,0.1892,6,1900.0,02_02_04_02
03,3,2,4,浅位,B6T0000001382,E1,0.1892,6,1900.0,03_02_04_01
03,3,2,4,深位,B6T0000001382,E1,0.1892,6,1900.0,03_02_04_02
04,4,2,4,浅位,B6T0000001382,E1,0.1892,6,1900.0,04_02_04_01
04,4,2,4,深位,B6T0000001382,E1,0.1892,6,1900.0,04_02_04_02
05,5,2,4,浅位,B6T0000001382,E1,0.1892,6,1900.0,05_02_04_01
05,5,2,4,深位,B6T0000001382,E1,0.1892,6,1900.0,05_02_04_02
06,6,2,4,浅位,B6T0000001382,E1,0.1892,6,1900.0,06_02_04_01
06,6,2,4,深位,B6T0000001382,E1,0.1892,6,1900.0,06_02_04_02
07,7,2,4,浅位,B6T0000001382,E1,0.1892,6,1900.0,07_02_04_01
07,7,2,4,深位,B6T0000001382,E1,0.1892,6,1900.0,07_02_04_02
08,8,2,4,浅位,B6T0000001382,E1,0.1892,6,1900.0,08_02_04_01
08,8,2,4,深位,B6T0000001382,E1,0.1892,6,1900.0,08_02_04_02
09,9,2,4,浅位,B6T0000001382,E1,0.1892,6,1900.0,09_02_04_01
09,9,2,4,深位,B6T0000001382,E1,0.1892,6,1900.0,09_02_04_02
10,10,2,4,浅位,B6T0000001382,E1,0.1892,6,1900.0,10_02_04_01
10,10,2,4,深位,B6T0000001382,E1,0.1892,6,1900.0,10_02_04_02
11,11,2,4,浅位,B6T0000001382,E1,0.1892,6,1900.0,11_02_04_01
11,11,2,4,深位,B6T0000001382,E1,0.1892,6,1900.0,11_02_04_02
12,12,2,4,浅位,B6T0000001382,E1,0.1892,6,1900.0,12_02_04_01
12,12,2,4,深位,B6T0000001382,E1,0.1892,6,1900.0,12_02_04_02
13,13,2,4,浅位,B6T0000001382,E1,0.1892,6,1900.0,13_02_04_01
14,14,2,4,浅位,B6T0000001827,E1,0.1846,6,1900.0,14_02_04_01
14,14,2,4,深位,B6T0000001827,E1,0.1846,6,1900.0,14_02_04_02
01,1,4,3,浅位,B6T0000001827,E1,0.1846,7,1900.0,01_04_03_01
01,1,4,3,深位,B6T0000001827,E1,0.1846,7,1900.0,01_04_03_02
02,2,4,3,浅位,B6T0000001827,E1,0.1846,7,1900.0,02_04_03_01
02,2,4,3,深位,B6T0000001827,E1,0.1846,7,1900.0,02_04_03_02
03,3,4,3,浅位,B6T0000001827,E1,0.1846,7,1900.0,03_04_03_01
03,3,4,3,深位,B6T0000001827,E1,0.1846,7,1900.0,03_04_03_02
04,4,4,3,浅位,B6T0000001827,E1,0.1846,7,1900.0,04_04_03_01
04,4,4,3,深位,B6T0000001827,E1,0.1846,7,1900.0,04_04_03_02
05,5,4,3,浅位,B6T0000001815,E1,0.1816,7,1900.0,05_04_03_01
05,5,4,3,深位,B6T0000001815,E1,0.1816,7,1900.0,05_04_03_02
06,6,4,3,浅位,B6T0000001815,E1,0.1816,7,1900.0,06_04_03_01
06,6,4,3,深位,B6T0000001815,E1,0.1816,7,1900.0,06_04_03_02
07,7,4,3,浅位,B6T0000001815,E1,0.1816,7,1900.0,07_04_03_01
07,7,4,3,深位,B6T0000001815,E1,0.1816,7,1900.0,07_04_03_02
08,8,4,3,浅位,B6T0000001815,E1,0.1816,7,1900.0,08_04_03_01
08,8,4,3,深位,B6T0000001815,E1,0.1816,7,1900.0,08_04_03_02
09,9,4,3,浅位,B6T0000001815,E1,0.1816,7,1900.0,09_04_03_01
09,9,4,3,深位,B6T0000001815,E1,0.1816,7,1900.0,09_04_03_02
10,10,4,3,浅位,B6T0000001815,E1,0.1816,7,1900.0,10_04_03_01
10,10,4,3,深位,B6T0000001815,E1,0.1816,7,1900.0,10_04_03_02
11,11,4,3,浅位,B6T0000001815,E1,0.1816,7,1900.0,11_04_03_01
11,11,4,3,深位,B6T0000001815,E1,0.1816,7,1900.0,11_04_03_02
12,12,4,3,浅位,B6T0000001815,E1,0.1816,7,1900.0,12_04_03_01
12,12,4,3,深位,B6T0000001815,E1,0.1816,7,1900.0,12_04_03_02
13,13,4,3,浅位,B6T0000001815,E1,0.1816,7,1900.0,13_04_03_01
14,14,4,3,浅位,B6T0000001700,E1,0.1725,7,1900.0,14_04_03_01
14,14,4,3,深位,B6T0000001700,E1,0.1725,7,1900.0,14_04_03_02
01,1,6,2,浅位,B6T0000001700,E1,0.1725,8,1900.0,01_06_02_01
01,1,6,2,深位,B6T0000001700,E1,0.1725,8,1900.0,01_06_02_02
02,2,6,2,浅位,B6T0000001700,E1,0.1725,8,1900.0,02_06_02_01
02,2,6,2,深位,B6T0000001700,E1,0.1725,8,1900.0,02_06_02_02
03,3,6,2,浅位,B6T0000001700,E1,0.1725,8,1900.0,03_06_02_01
03,3,6,2,深位,B6T0000001700,E1,0.1725,8,1900.0,03_06_02_02
04,4,6,2,浅位,B6T0000001700,E1,0.1725,8,1900.0,04_06_02_01
04,4,6,2,深位,B6T0000001700,E1,0.1725,8,1900.0,04_06_02_02
05,5,6,2,浅位,B6T0000001700,E1,0.1725,8,1900.0,05_06_02_01
05,5,6,2,深位,B6T0000001700,E1,0.1725,8,1900.0,05_06_02_02
06,6,6,2,浅位,B6T0000001700,E1,0.1725,8,1900.0,06_06_02_01
06,6,6,2,深位,B6T0000001700,E1,0.1725,8,1900.0,06_06_02_02
07,7,6,2,浅位,B6T0000001700,E1,0.1725,8,1900.0,07_06_02_01
07,7,6,2,深位,B6T0000001700,E1,0.1725,8,1900.0,07_06_02_02
08,8,6,2,浅位,B6T0000001700,E1,0.1725,8,1900.0,08_06_02_01
08,8,6,2,深位,B6T0000001700,E1,0.1725,8,1900.0,08_06_02_02
09,9,6,2,浅位,B6T0000001700,E1,0.1725,8,1900.0,09_06_02_01
09,9,6,2,深位,B6T0000001700,E1,0.1725,8,1900.0,09_06_02_02
10,10,6,2,浅位,B6T0000001700,E1,0.1725,8,1900.0,10_06_02_01
10,10,6,2,深位,B6T0000001700,E1,0.1725,8,1900.0,10_06_02_02
11,11,6,2,浅位,B6T0000001700,E1,0.1725,8,1900.0,11_06_02_01
12,12,6,2,浅位,B6T0000001425,E1,0.1696,8,1900.0,12_06_02_01
12,12,6,2,深位,B6T0000001425,E1,0.1696,8,1900.0,12_06_02_02
13,13,6,2,浅位,B6T0000001425,E1,0.1696,8,1900.0,13_06_02_01
13,13,6,2,深位,B6T0000001425,E1,0.1696,8,1900.0,13_06_02_02
14,14,6,2,浅位,B6T0000001425,E1,0.1696,8,1900.0,14_06_02_01
14,14,6,2,深位,B6T0000001425,E1,0.1696,8,1900.0,14_06_02_02
01,1,8,1,浅位,B6T0000001425,E1,0.1696,9,1900.0,01_08_01_01
01,1,8,1,深位,B6T0000001425,E1,0.1696,9,1900.0,01_08_01_02
02,2,8,1,浅位,B6T0000001425,E1,0.1696,9,1900.0,02_08_01_01
02,2,8,1,深位,B6T0000001425,E1,0.1696,9,1900.0,02_08_01_02
03,3,8,1,浅位,B6T0000001425,E1,0.1696,9,1900.0,03_08_01_01
04,4,8,1,浅位,B6T0000001698,E1,0.1619,9,1900.0,04_08_01_01
04,4,8,1,深位,B6T0000001698,E1,0.1619,9,1900.0,04_08_01_02
05,5,8,1,浅位,B6T0000001698,E1,0.1619,9,1900.0,05_08_01_01
05,5,8,1,深位,B6T0000001698,E1,0.1619,9,1900.0,05_08_01_02
06,6,8,1,浅位,B6T0000001698,E1,0.1619,9,1900.0,06_08_01_01
06,6,8,1,深位,B6T0000001698,E1,0.1619,9,1900.0,06_08_01_02
07,7,8,1,浅位,B6T0000001698,E1,0.1619,9,1900.0,07_08_01_01
07,7,8,1,深位,B6T0000001698,E1,0.1619,9,1900.0,07_08_01_02
08,8,8,1,浅位,B6T0000001698,E1,0.1619,9,1900.0,08_08_01_01
08,8,8,1,深位,B6T0000001698,E1,0.1619,9,1900.0,08_08_01_02
09,9,8,1,浅位,B6T0000001698,E1,0.1619,9,1900.0,09_08_01_01
09,9,8,1,深位,B6T0000001698,E1,0.1619,9,1900.0,09_08_01_02
10,10,8,1,浅位,B6T0000001698,E1,0.1619,9,1900.0,10_08_01_01
10,10,8,1,深位,B6T0000001698,E1,0.1619,9,1900.0,10_08_01_02
11,11,8,1,浅位,B6T0000001698,E1,0.1619,9,1900.0,11_08_01_01
11,11,8,1,深位,B6T0000001698,E1,0.1619,9,1900.0,11_08_01_02
12,12,8,1,浅位,B6T0000001698,E1,0.1619,9,1900.0,12_08_01_01
12,12,8,1,深位,B6T0000001698,E1,0.1619,9,1900.0,12_08_01_02
13,13,8,1,浅位,B6T0000001698,E1,0.1619,9,1900.0,13_08_01_01
13,13,8,1,深位,B6T0000001698,E1,0.1619,9,1900.0,13_08_01_02
14,14,8,1,浅位,B6T0000001698,E1,0.1619,9,1900.0,14_08_01_01
14,14,8,1,深位,B6T0000001698,E1,0.1619,9,1900.0,14_08_01_02
01,1,1,5,浅位,B6T0000001544,E1,0.1612,6,2100.0,01_01_05_01
01,1,1,5,深位,B6T0000001544,E1,0.1612,6,2100.0,01_01_05_02
02,2,1,5,浅位,B6T0000001544,E1,0.1612,6,2100.0,02_01_05_01
02,2,1,5,深位,B6T0000001544,E1,0.1612,6,2100.0,02_01_05_02
03,3,1,5,浅位,B6T0000001544,E1,0.1612,6,2100.0,03_01_05_01
03,3,1,5,深位,B6T0000001544,E1,0.1612,6,2100.0,03_01_05_02
04,4,1,5,浅位,B6T0000001544,E1,0.1612,6,2100.0,04_01_05_01
04,4,1,5,深位,B6T0000001544,E1,0.1612,6,2100.0,04_01_05_02
05,5,1,5,浅位,B6T0000001544,E1,0.1612,6,2100.0,05_01_05_01
05,5,1,5,深位,B6T0000001544,E1,0.1612,6,2100.0,05_01_05_02
06,6,1,5,浅位,B6T0000001544,E1,0.1612,6,2100.0,06_01_05_01
06,6,1,5,深位,B6T0000001544,E1,0.1612,6,2100.0,06_01_05_02
07,7,1,5,浅位,B6T0000001544,E1,0.1612,6,2100.0,07_01_05_01
07,7,1,5,深位,B6T0000001544,E1,0.1612,6,2100.0,07_01_05_02
08,8,1,5,浅位,B6T0000001544,E1,0.1612,6,2100.0,08_01_05_01
08,8,1,5,深位,B6T0000001544,E1,0.1612,6,2100.0,08_01_05_02
09,9,1,5,浅位,B6T0000001544,E1,0.1612,6,2100.0,09_01_05_01
09,9,1,5,深位,B6T0000001544,E1,0.1612,6,2100.0,09_01_05_02
10,10,1,5,浅位,B6T0000001544,E1,0.1612,6,2100.0,10_01_05_01
10,10,1,5,深位,B6T0000001544,E1,0.1612,6,2100.0,10_01_05_02
11,11,1,5,浅位,B6T0000001544,E1,0.1612,6,2100.0,11_01_05_01
11,11,1,5,深位,B6T0000001544,E1,0.1612,6,2100.0,11_01_05_02
12,12,1,5,浅位,B6T0000001544,E1,0.1612,6,2100.0,12_01_05_01
12,12,1,5,深位,B6T0000001544,E1,0.1612,6,2100.0,12_01_05_02
13,13,1,5,浅位,B6T0000001544,E1,0.1612,6,2100.0,13_01_05_01
13,13,1,5,深位,B6T0000001544,E1,0.1612,6,2100.0,13_01_05_02
14,14,1,5,浅位,B6T0000001544,E1,0.1612,6,2100.0,14_01_05_01
14,14,1,5,深位,B6T0000001544,E1,0.1612,6,2100.0,14_01_05_02
01,1,3,4,浅位,B6T0000001544,E1,0.1612,7,2100.0,01_03_04_01
01,1,3,4,深位,B6T0000001544,E1,0.1612,7,2100.0,01_03_04_02
02,2,3,4,浅位,B6T0000001756,E1,0.15,7,2100.0,02_03_04_01
02,2,3,4,深位,B6T0000001756,E1,0.15,7,2100.0,02_03_04_02
03,3,3,4,浅位,B6T0000001756,E1,0.15,7,2100.0,03_03_04_01
03,3,3,4,深位,B6T0000001756,E1,0.15,7,2100.0,03_03_04_02
04,4,3,4,浅位,B6T0000001756,E1,0.15,7,2100.0,04_03_04_01
04,4,3,4,深位,B6T0000001756,E1,0.15,7,2100.0,04_03_04_02
05,5,3,4,浅位,B6T0000001756,E1,0.15,7,2100.0,05_03_04_01
05,5,3,4,深位,B6T0000001756,E1,0.15,7,2100.0,05_03_04_02
06,6,3,4,浅位,B6T0000001756,E1,0.15,7,2100.0,06_03_04_01
06,6,3,4,深位,B6T0000001756,E1,0.15,7,2100.0,06_03_04_02
07,7,3,4,浅位,B6T0000001756,E1,0.15,7,2100.0,07_03_04_01
07,7,3,4,深位,B6T0000001756,E1,0.15,7,2100.0,07_03_04_02
08,8,3,4,浅位,B6T0000001756,E1,0.15,7,2100.0,08_03_04_01
08,8,3,4,深位,B6T0000001756,E1,0.15,7,2100.0,08_03_04_02
09,9,3,4,浅位,B6T0000001756,E1,0.15,7,2100.0,09_03_04_01
09,9,3,4,深位,B6T0000001756,E1,0.15,7,2100.0,09_03_04_02
10,10,3,4,浅位,B6T0000001756,E1,0.15,7,2100.0,10_03_04_01
10,10,3,4,深位,B6T0000001756,E1,0.15,7,2100.0,10_03_04_02
11,11,3,4,浅位,B6T0000001756,E1,0.15,7,2100.0,11_03_04_01
11,11,3,4,深位,B6T0000001756,E1,0.15,7,2100.0,11_03_04_02
12,12,3,4,浅位,B6T0000001756,E1,0.15,7,2100.0,12_03_04_01
12,12,3,4,深位,B6T0000001756,E1,0.15,7,2100.0,12_03_04_02
13,13,3,4,浅位,B6T0000001756,E1,0.15,7,2100.0,13_03_04_01
13,13,3,4,深位,B6T0000001756,E1,0.15,7,2100.0,13_03_04_02
14,14,3,4,浅位,B6T0000001756,E1,0.15,7,2100.0,14_03_04_01
14,14,3,4,深位,B6T0000001756,E1,0.15,7,2100.0,14_03_04_02
01,1,5,3,浅位,B6T0000001756,E1,0.15,8,2100.0,01_05_03_01
01,1,5,3,深位,B6T0000001756,E1,0.15,8,2100.0,01_05_03_02
02,2,5,3,浅位,B6T0000001756,E1,0.15,8,2100.0,02_05_03_01
02,2,5,3,深位,B6T0000001756,E1,0.15,8,2100.0,02_05_03_02
03,3,5,3,浅位,B6T0000001906,E1,0.1455,8,2100.0,03_05_03_01
03,3,5,3,深位,B6T0000001906,E1,0.1455,8,2100.0,03_05_03_02
04,4,5,3,浅位,B6T0000001906,E1,0.1455,8,2100.0,04_05_03_01
04,4,5,3,深位,B6T0000001906,E1,0.1455,8,2100.0,04_05_03_02
05,5,5,3,浅位,B6T0000001906,E1,0.1455,8,2100.0,05_05_03_01
05,5,5,3,深位,B6T0000001906,E1,0.1455,8,2100.0,05_05_03_02
06,6,5,3,浅位,B6T0000001906,E1,0.1455,8,2100.0,06_05_03_01
06,6,5,3,深位,B6T0000001906,E1,0.1455,8,2100.0,06_05_03_02
07,7,5,3,浅位,B6T0000001906,E1,0.1455,8,2100.0,07_05_03_01
07,7,5,3,深位,B6T0000001906,E1,0.1455,8,2100.0,07_05_03_02
08,8,5,3,浅位,B6T0000001906,E1,0.1455,8,2100.0,08_05_03_01
08,8,5,3,深位,B6T0000001906,E1,0.1455,8,2100.0,08_05_03_02
09,9,5,3,浅位,B6T0000001906,E1,0.1455,8,2100.0,09_05_03_01
09,9,5,3,深位,B6T0000001906,E1,0.1455,8,2100.0,09_05_03_02
10,10,5,3,浅位,B6T0000001906,E1,0.1455,8,2100.0,10_05_03_01
10,10,5,3,深位,B6T0000001906,E1,0.1455,8,2100.0,10_05_03_02
11,11,5,3,浅位,B6T0000001623,E1,0.1442,8,2100.0,11_05_03_01
11,11,5,3,深位,B6T0000001623,E1,0.1442,8,2100.0,11_05_03_02
12,12,5,3,浅位,B6T0000001623,E1,0.1442,8,2100.0,12_05_03_01
12,12,5,3,深位,B6T0000001623,E1,0.1442,8,2100.0,12_05_03_02
13,13,5,3,浅位,B6T0000001623,E1,0.1442,8,2100.0,13_05_03_01
13,13,5,3,深位,B6T0000001623,E1,0.1442,8,2100.0,13_05_03_02
14,14,5,3,浅位,B6T0000001623,E1,0.1442,8,2100.0,14_05_03_01
14,14,5,3,深位,B6T0000001623,E1,0.1442,8,2100.0,14_05_03_02
01,1,7,2,浅位,B6T0000001623,E1,0.1442,9,2100.0,01_07_02_01
01,1,7,2,深位,B6T0000001623,E1,0.1442,9,2100.0,01_07_02_02
02,2,7,2,浅位,B6T0000001623,E1,0.1442,9,2100.0,02_07_02_01
03,3,7,2,浅位,B6T0000001996,E1,0.1414,9,2100.0,03_07_02_01
03,3,7,2,深位,B6T0000001996,E1,0.1414,9,2100.0,03_07_02_02
04,4,7,2,浅位,B6T0000001996,E1,0.1414,9,2100.0,04_07_02_01
04,4,7,2,深位,B6T0000001996,E1,0.1414,9,2100.0,04_07_02_02
05,5,7,2,浅位,B6T0000001996,E1,0.1414,9,2100.0,05_07_02_01
05,5,7,2,深位,B6T0000001996,E1,0.1414,9,2100.0,05_07_02_02
06,6,7,2,浅位,B6T0000001996,E1,0.1414,9,2100.0,06_07_02_01
06,6,7,2,深位,B6T0000001996,E1,0.1414,9,2100.0,06_07_02_02
07,7,7,2,浅位,B6T0000001996,E1,0.1414,9,2100.0,07_07_02_01
07,7,7,2,深位,B6T0000001996,E1,0.1414,9,2100.0,07_07_02_02
08,8,7,2,浅位,B6T0000001800,E1,0.1411,9,2100.0,08_07_02_01
08,8,7,2,深位,B6T0000001800,E1,0.1411,9,2100.0,08_07_02_02
09,9,7,2,浅位,B6T0000001800,E1,0.1411,9,2100.0,09_07_02_01
09,9,7,2,深位,B6T0000001800,E1,0.1411,9,2100.0,09_07_02_02
10,10,7,2,浅位,B6T0000001800,E1,0.1411,9,2100.0,10_07_02_01
10,10,7,2,深位,B6T0000001800,E1,0.1411,9,2100.0,10_07_02_02
11,11,7,2,浅位,B6T0000001800,E1,0.1411,9,2100.0,11_07_02_01
11,11,7,2,深位,B6T0000001800,E1,0.1411,9,2100.0,11_07_02_02
12,12,7,2,浅位,B6T0000001800,E1,0.1411,9,2100.0,12_07_02_01
12,12,7,2,深位,B6T0000001800,E1,0.1411,9,2100.0,12_07_02_02
13,13,7,2,浅位,B6T0000001800,E1,0.1411,9,2100.0,13_07_02_01
13,13,7,2,深位,B6T0000001800,E1,0.1411,9,2100.0,13_07_02_02
14,14,7,2,浅位,B6T0000001800,E1,0.1411,9,2100.0,14_07_02_01
14,14,7,2,深位,B6T0000001800,E1,0.1411,9,2100.0,14_07_02_02
01,1,9,1,浅位,B6T0000000531,E3,9.3897,10,2200.0,01_09_01_01
