订单号,原材料号,到达时间(s),消耗占比,列坐标,层坐标,货架号,巷道号,单程时间(s),总运输时间(s),开始时刻(s),完成时刻(s),流动时间(s),策略
3476,B6T0000000592,260700.0,0.0122,21,41,2,1,188.00000000000009,382.0000000000001,264572.0,264766.0,4066.0,SPT
3477,B6T0000000592,260700.0,0.0122,21,41,2,1,188.00000000000009,382.0000000000001,264954.0,265148.0,4448.0,SPT
2231,B6T0000000051,259500.0,0.0359,11,46,2,1,191.50000000000009,389.00000000000017,265339.5,265537.0,6037.0,SPT
2230,B6T0000000051,259500.0,0.0359,11,46,2,1,191.50000000000009,389.00000000000017,265728.5,265926.0,6426.0,SPT
3551,B6T0000000090,267840.0,0.0115,42,43,1,1,238.50000000000009,483.00000000000017,268078.5,268323.0,483.0,SPT
3550,B6T0000000090,267840.0,0.0115,42,43,1,1,238.50000000000009,483.00000000000017,268561.5,268806.0,966.0,SPT
3166,B6T0000000904,271500.0,0.0163,30,22,1,1,130.0,266.0,271630.0,271766.0,266.0,SPT
3096,B6T0000001025,271680.0,0.0177,30,20,2,1,122.0,250.0,271888.0,272016.0,336.0,SPT
3095,B6T0000001025,271680.0,0.0177,30,20,2,1,122.0,250.0,272138.0,272266.0,586.0,SPT
3167,B6T0000000904,271500.0,0.0163,30,22,1,1,130.0,266.0,272396.0,272532.0,1032.0,SPT
3168,B6T0000000904,271500.0,0.0163,30,22,2,1,130.0,266.0,272662.0,272798.0,1298.0,SPT
2780,B6T0000000204,276960.0,0.0225,21,44,2,1,201.50000000000009,409.00000000000017,277161.5,277369.0,409.0,SPT
2782,B6T0000000204,276960.0,0.0225,21,44,2,1,201.50000000000009,409.00000000000017,277570.5,277778.0,818.0,SPT
1899,B6T0000001029,277980.0,0.0451,5,27,2,1,100.0,206.00000000000003,278080.0,278186.0,206.0,SPT
1898,B6T0000001029,277980.0,0.0451,5,27,2,1,100.0,206.00000000000003,278286.0,278392.0,412.0,SPT
3515,B6T0000000775,280080.0,0.0119,46,18,2,1,146.0,298.0,280226.0,280378.0,298.0,SPT
3514,B6T0000000775,280080.0,0.0119,46,18,2,1,146.0,298.0,280524.0,280676.0,596.0,SPT
2566,B6T0000001793,282840.0,0.0268,19,4,1,1,45.0,96.0,282885.0,282936.0,96.0,SPT
2565,B6T0000001793,282840.0,0.0268,19,4,1,1,45.0,96.0,282981.0,283032.0,192.0,SPT
2567,B6T0000001793,282840.0,0.0268,19,4,2,1,45.0,96.0,283077.0,283128.0,288.0,SPT
2568,B6T0000001793,282840.0,0.0268,19,4,2,1,45.0,96.0,283173.0,283224.0,384.0,SPT
1093,B6T0000001415,287640.0,0.1031,3,7,2,1,19.0,44.0,287659.0,287684.0,44.0,SPT
1095,B6T0000001415,287640.0,0.1031,3,7,2,1,19.0,44.0,287703.0,287728.0,88.0,SPT
1361,B6T0000000150,295080.0,0.0758,1,49,2,1,186.50000000000009,379.00000000000017,295266.5,295459.0,379.0,SPT
1362,B6T0000000150,295080.0,0.0758,1,49,2,1,186.50000000000009,379.00000000000017,295645.5,295838.0,758.0,SPT
2357,B6T0000001471,296760.0,0.0316,16,2,1,1,35.0,76.0,296795.0,296836.0,76.0,SPT
1814,B6T0000001372,296820.0,0.0516,10,2,1,1,23.0,52.0,296859.0,296888.0,68.0,SPT
2361,B6T0000001471,296760.0,0.0316,16,2,1,1,35.0,76.0,296923.0,296964.0,204.0,SPT
2360,B6T0000001471,296760.0,0.0316,16,2,2,1,35.0,76.0,296999.0,297040.0,280.0,SPT
2359,B6T0000001471,296760.0,0.0316,16,2,2,1,35.0,76.0,297075.0,297116.0,356.0,SPT
3622,B6T0000001034,297000.0,0.0111,49,19,1,1,156.0,318.0,297272.0,297434.0,434.0,SPT
3623,B6T0000001034,297000.0,0.0111,49,19,1,1,156.0,318.0,297590.0,297752.0,752.0,SPT
2920,B6T0000000210,297420.0,0.0201,24,43,2,1,202.50000000000009,411.00000000000017,297954.5,298163.0,743.0,SPT
2921,B6T0000000210,297420.0,0.0201,24,43,2,1,202.50000000000009,411.00000000000017,298365.5,298574.0,1154.0,SPT
2953,B6T0000000119,303420.0,0.0197,17,49,1,1,218.50000000000009,443.00000000000017,303638.5,303863.0,443.0,SPT
3345,B6T0000000466,303780.0,0.0137,43,15,1,1,127.99999999999996,261.99999999999994,303991.0,304125.0,345.0,SPT
3344,B6T0000000466,303780.0,0.0137,43,15,1,1,127.99999999999996,261.99999999999994,304253.0,304387.0,607.0,SPT
2954,B6T0000000119,303420.0,0.0197,17,49,1,1,218.50000000000009,443.00000000000017,304605.5,304830.0,1410.0,SPT
2955,B6T0000000119,303420.0,0.0197,17,49,2,1,218.50000000000009,443.00000000000017,305048.5,305273.0,1853.0,SPT
810,B6T0000000540,305220.0,0.1348,1,19,1,1,60.00000000000001,126.0,305333.0,305399.0,179.0,SPT
811,B6T0000000540,305220.0,0.1348,1,19,1,1,60.00000000000001,126.0,305459.0,305525.0,305.0,SPT
808,B6T0000000540,305220.0,0.1348,1,19,2,1,60.00000000000001,126.0,305585.0,305651.0,431.0,SPT
806,B6T0000000540,305220.0,0.1348,1,19,2,1,60.00000000000001,126.0,305711.0,305777.0,557.0,SPT
3157,B6T0000001949,306360.0,0.0166,35,3,1,1,75.0,156.0,306435.0,306516.0,156.0,SPT
3158,B6T0000001949,306360.0,0.0166,35,3,1,1,75.0,156.0,306591.0,306672.0,312.0,SPT
3159,B6T0000001949,306360.0,0.0166,35,3,2,1,75.0,156.0,306747.0,306828.0,468.0,SPT
1157,B6T0000000245,307800.0,0.0931,5,45,2,1,174.50000000000009,355.00000000000017,307974.5,308155.0,355.0,SPT
1156,B6T0000000245,307800.0,0.0931,5,45,2,1,174.50000000000009,355.00000000000017,308329.5,308510.0,710.0,SPT
307,B6T0000001196,309060.0,0.2132,4,14,1,1,45.99999999999999,98.0,309106.0,309158.0,98.0,SPT
514,B6T0000001101,309720.0,0.1876,6,13,1,1,46.0,98.0,309766.0,309818.0,98.0,SPT
513,B6T0000001101,309720.0,0.1876,6,13,1,1,46.0,98.0,309864.0,309916.0,196.0,SPT
516,B6T0000001101,309720.0,0.1876,6,13,2,1,46.0,98.0,309962.0,310014.0,294.0,SPT
517,B6T0000001101,309720.0,0.1876,6,13,2,1,46.0,98.0,310060.0,310112.0,392.0,SPT
245,B6T0000000581,311400.0,0.27,9,9,1,1,36.0,78.0,311436.0,311478.0,78.0,SPT
246,B6T0000000581,311400.0,0.27,9,9,1,1,36.0,78.0,311514.0,311556.0,156.0,SPT
247,B6T0000000581,311400.0,0.27,9,9,2,1,36.0,78.0,311592.0,311634.0,234.0,SPT
248,B6T0000000581,311400.0,0.27,9,9,2,1,36.0,78.0,311670.0,311712.0,312.0,SPT
232,B6T0000000581,311400.0,0.27,8,10,1,1,38.0,82.0,311750.0,311794.0,394.0,SPT
233,B6T0000000581,311400.0,0.27,8,10,1,1,38.0,82.0,311832.0,311876.0,476.0,SPT
234,B6T0000000581,311400.0,0.27,8,10,2,1,38.0,82.0,311914.0,311958.0,558.0,SPT
221,B6T0000000581,311400.0,0.27,8,10,2,1,38.0,82.0,311996.0,312040.0,640.0,SPT
2139,B6T0000001633,313320.0,0.0388,12,4,2,1,31.000000000000004,68.0,313351.0,313388.0,68.0,SPT
2140,B6T0000001633,313320.0,0.0388,12,4,2,1,31.000000000000004,68.0,313419.0,313456.0,136.0,SPT
2779,B6T0000001508,313320.0,0.0226,22,8,1,1,59.0,124.0,313515.0,313580.0,260.0,SPT
2777,B6T0000001508,313320.0,0.0226,22,8,1,1,59.0,124.0,313639.0,313704.0,384.0,SPT
3630,B6T0000001985,315240.0,0.0111,53,4,1,1,113.0,232.00000000000003,315353.0,315472.0,232.0,SPT
3121,B6T0000001982,315300.0,0.0172,32,5,2,1,73.0,152.0,315545.0,315624.0,324.0,SPT
3122,B6T0000001982,315300.0,0.0172,32,5,2,1,73.0,152.0,315697.0,315776.0,476.0,SPT
3631,B6T0000001985,315240.0,0.0111,53,4,1,1,113.0,232.00000000000003,315889.0,316008.0,768.0,SPT
3507,B6T0000000958,344940.0,0.012,52,12,2,1,134.0,274.0,345074.0,345214.0,274.0,SPT
3682,B6T0000001349,345000.0,0.0107,54,5,2,1,117.0,240.0,345331.0,345454.0,454.0,SPT
3683,B6T0000001349,345000.0,0.0107,54,5,2,1,117.0,240.0,345571.0,345694.0,694.0,SPT
3506,B6T0000000958,344940.0,0.012,52,12,2,1,134.0,274.0,345828.0,345968.0,1028.0,SPT
984,B6T0000001844,345960.0,0.1128,6,1,1,1,13.000000000000002,32.0,345981.0,346000.0,40.0,SPT
983,B6T0000001844,345960.0,0.1128,6,1,1,1,13.000000000000002,32.0,346013.0,346032.0,72.0,SPT
975,B6T0000001844,345960.0,0.1128,6,1,2,1,13.000000000000002,32.0,346045.0,346064.0,104.0,SPT
982,B6T0000001844,345960.0,0.1128,6,1,2,1,13.000000000000002,32.0,346077.0,346096.0,136.0,SPT
755,B6T0000000843,345900.0,0.1548,4,16,1,1,53.99999999999999,114.0,346150.0,346210.0,310.0,SPT
754,B6T0000000843,345900.0,0.1548,4,16,2,1,53.99999999999999,114.0,346264.0,346324.0,424.0,SPT
753,B6T0000000843,345900.0,0.1548,4,16,2,1,53.99999999999999,114.0,346378.0,346438.0,538.0,SPT
146,B6T0000000154,345600.0,0.3556,3,43,1,1,160.50000000000009,327.00000000000017,346598.5,346765.0,1165.0,SPT
2453,B6T0000001399,346620.0,0.0288,19,1,1,1,39.0,84.0,346804.0,346849.0,229.0,SPT
2981,B6T0000001316,346500.0,0.0193,37,11,1,1,100.0,206.0,346949.0,347055.0,555.0,SPT
1774,B6T0000001573,346920.0,0.0542,8,5,1,1,25.0,56.0,347080.0,347111.0,191.0,SPT
1770,B6T0000001573,346920.0,0.0542,8,5,1,1,25.0,56.0,347136.0,347167.0,247.0,SPT
2982,B6T0000001316,346500.0,0.0193,37,11,1,1,100.0,206.0,347267.0,347373.0,873.0,SPT
2980,B6T0000001316,346500.0,0.0193,37,11,2,1,100.0,206.0,347473.0,347579.0,1079.0,SPT
3103,B6T0000000740,347460.0,0.0174,12,38,2,1,158.00000000000006,322.0000000000001,347737.0,347901.0,441.0,SPT
3105,B6T0000000740,347460.0,0.0174,12,38,2,1,158.00000000000006,322.0000000000001,348059.0,348223.0,763.0,SPT
131,B6T0000000154,345600.0,0.3556,3,43,1,1,160.50000000000009,327.00000000000017,348383.5,348550.0,2950.0,SPT
136,B6T0000000154,345600.0,0.3556,3,43,2,1,160.50000000000009,327.00000000000017,348710.5,348877.0,3277.0,SPT
130,B6T0000000154,345600.0,0.3556,3,43,2,1,160.50000000000009,327.00000000000017,349037.5,349204.0,3604.0,SPT
1991,B6T0000000186,345840.0,0.0427,5,49,1,1,194.50000000000009,395.00000000000017,349398.5,349599.0,3759.0,SPT
1992,B6T0000000186,345840.0,0.0427,5,49,1,1,194.50000000000009,395.00000000000017,349793.5,349994.0,4154.0,SPT
1993,B6T0000000186,345840.0,0.0427,5,49,2,1,194.50000000000009,395.00000000000017,350188.5,350389.0,4549.0,SPT
1994,B6T0000000186,345840.0,0.0427,5,49,2,1,194.50000000000009,395.00000000000017,350583.5,350784.0,4944.0,SPT
2832,B6T0000001965,350460.0,0.0217,26,3,2,1,57.0,120.0,350841.0,350904.0,444.0,SPT
2833,B6T0000001965,350460.0,0.0217,26,3,2,1,57.0,120.0,350961.0,351024.0,564.0,SPT
3055,B6T0000000985,350820.0,0.0183,27,22,2,1,124.0,254.00000000000003,351148.0,351278.0,458.0,SPT
3056,B6T0000000985,350820.0,0.0183,27,22,2,1,124.0,254.00000000000003,351402.0,351532.0,712.0,SPT
2934,B6T0000001579,351840.0,0.02,28,3,1,1,61.0,128.0,351901.0,351968.0,128.0,SPT
3661,B6T0000001520,357480.0,0.0109,55,3,1,1,115.0,236.0,357595.0,357716.0,236.0,SPT
3660,B6T0000001520,357480.0,0.0109,55,3,1,1,115.0,236.0,357831.0,357952.0,472.0,SPT
2514,B6T0000001586,358920.0,0.0279,16,7,1,1,45.0,96.0,358965.0,359016.0,96.0,SPT
2513,B6T0000001586,358920.0,0.0279,16,7,1,1,45.0,96.0,359061.0,359112.0,192.0,SPT
2510,B6T0000001586,358920.0,0.0279,16,7,2,1,45.0,96.0,359157.0,359208.0,288.0,SPT
2511,B6T0000001586,358920.0,0.0279,16,7,2,1,45.0,96.0,359253.0,359304.0,384.0,SPT
925,B6T0000000508,368640.0,0.1252,2,19,2,1,62.00000000000001,130.0,368702.0,368770.0,130.0,SPT
3234,B6T0000000746,370800.0,0.0155,34,20,1,1,130.0,266.0,370930.0,371066.0,266.0,SPT
3235,B6T0000000746,370800.0,0.0155,34,20,1,1,130.0,266.0,371196.0,371332.0,532.0,SPT
2727,B6T0000001708,372780.0,0.0232,22,6,1,1,55.0,116.0,372835.0,372896.0,116.0,SPT
2724,B6T0000001708,372780.0,0.0232,22,6,1,1,55.0,116.0,372951.0,373012.0,232.0,SPT
1648,B6T0000000735,373800.0,0.0594,13,16,1,1,72.0,150.0,373872.0,373950.0,150.0,SPT
1649,B6T0000000735,373800.0,0.0594,13,16,1,1,72.0,150.0,374022.0,374100.0,300.0,SPT
1654,B6T0000000735,373800.0,0.0594,13,16,2,1,72.0,150.0,374172.0,374250.0,450.0,SPT
104,B6T0000000261,375420.0,0.4826,2,43,1,1,158.50000000000009,323.00000000000017,375578.5,375743.0,323.0,SPT
100,B6T0000000261,375420.0,0.4826,2,43,1,1,158.50000000000009,323.00000000000017,375901.5,376066.0,646.0,SPT
309,B6T0000001196,376320.0,0.2132,4,14,1,1,45.99999999999999,98.0,376366.0,376418.0,98.0,SPT
310,B6T0000001196,376320.0,0.2132,4,14,2,1,45.99999999999999,98.0,376464.0,376516.0,196.0,SPT
314,B6T0000001196,376320.0,0.2132,4,14,2,1,45.99999999999999,98.0,376562.0,376614.0,294.0,SPT
2113,B6T0000001146,385500.0,0.0392,23,12,1,1,76.0,158.0,385576.0,385658.0,158.0,SPT
2114,B6T0000001146,385500.0,0.0392,23,12,1,1,76.0,158.0,385734.0,385816.0,316.0,SPT
2115,B6T0000001146,385500.0,0.0392,23,12,2,1,76.0,158.0,385892.0,385974.0,474.0,SPT
2116,B6T0000001146,385500.0,0.0392,23,12,2,1,76.0,158.0,386050.0,386132.0,632.0,SPT
3705,B6T0000000764,387780.0,0.0106,44,26,2,1,174.0,354.0,387954.0,388134.0,354.0,SPT
3704,B6T0000000764,387780.0,0.0106,44,26,2,1,174.0,354.0,388308.0,388488.0,708.0,SPT
3205,B6T0000000817,391080.0,0.0158,19,34,1,1,156.00000000000006,318.0000000000001,391236.0,391398.0,318.0,SPT
3206,B6T0000000817,391080.0,0.0158,19,34,1,1,156.00000000000006,318.0000000000001,391554.0,391716.0,636.0,SPT
3207,B6T0000000817,391080.0,0.0158,19,34,2,1,156.00000000000006,318.0000000000001,391872.0,392034.0,954.0,SPT
2899,B6T0000000255,391680.0,0.0204,16,49,2,1,216.50000000000009,439.00000000000017,392250.5,392473.0,793.0,SPT
2901,B6T0000000255,391680.0,0.0204,16,49,2,1,216.50000000000009,439.00000000000017,392689.5,392912.0,1232.0,SPT
3580,B6T0000000433,399600.0,0.0113,26,40,2,1,194.00000000000009,394.0000000000001,399794.0,399994.0,394.0,SPT
3581,B6T0000000433,399600.0,0.0113,26,40,2,1,194.00000000000009,394.0000000000001,400188.0,400388.0,788.0,SPT
2150,B6T0000001080,401220.0,0.0375,3,32,1,1,116.00000000000004,238.00000000000009,401336.0,401458.0,238.0,SPT
2148,B6T0000001080,401220.0,0.0375,3,32,1,1,116.00000000000004,238.00000000000009,401574.0,401696.0,476.0,SPT
2152,B6T0000001080,401220.0,0.0375,3,32,2,1,116.00000000000004,238.00000000000009,401812.0,401934.0,714.0,SPT
2919,B6T0000001125,402240.0,0.0202,34,13,1,1,102.0,210.0,402342.0,402450.0,210.0,SPT
2918,B6T0000001125,402240.0,0.0202,34,13,1,1,102.0,210.0,402552.0,402660.0,420.0,SPT
2917,B6T0000001125,402240.0,0.0202,34,13,2,1,102.0,210.0,402762.0,402870.0,630.0,SPT
1805,B6T0000001271,431580.0,0.0533,22,9,1,1,62.0,130.0,431642.0,431710.0,130.0,SPT
1801,B6T0000001271,431580.0,0.0533,22,9,1,1,62.0,130.0,431772.0,431840.0,260.0,SPT
962,B6T0000000445,431760.0,0.1202,9,13,1,1,52.0,110.0,431892.0,431950.0,190.0,SPT
969,B6T0000000445,431760.0,0.1202,9,13,1,1,52.0,110.0,432002.0,432060.0,300.0,SPT
1959,B6T0000001683,432000.0,0.0437,12,1,1,1,25.000000000000004,56.00000000000001,432085.0,432116.0,116.0,SPT
1963,B6T0000001683,432000.0,0.0437,12,1,1,1,25.000000000000004,56.00000000000001,432141.0,432172.0,172.0,SPT
1964,B6T0000001683,432000.0,0.0437,12,1,2,1,25.000000000000004,56.00000000000001,432197.0,432228.0,228.0,SPT
1957,B6T0000001683,432000.0,0.0437,12,1,2,1,25.000000000000004,56.00000000000001,432253.0,432284.0,284.0,SPT
968,B6T0000000445,431760.0,0.1202,9,13,2,1,52.0,110.0,432336.0,432394.0,634.0,SPT
967,B6T0000000445,431760.0,0.1202,9,13,2,1,52.0,110.0,432446.0,432504.0,744.0,SPT
1800,B6T0000001271,431580.0,0.0533,22,9,2,1,62.0,130.0,432566.0,432634.0,1054.0,SPT
1799,B6T0000001271,431580.0,0.0533,22,9,2,1,62.0,130.0,432696.0,432764.0,1184.0,SPT
861,B6T0000000001,431940.0,0.1272,5,44,1,1,169.50000000000009,345.00000000000017,432933.5,433109.0,1169.0,SPT
869,B6T0000000001,431940.0,0.1272,5,44,1,1,169.50000000000009,345.00000000000017,433278.5,433454.0,1514.0,SPT
2287,B6T0000000918,433440.0,0.0344,8,28,1,1,110.0,226.00000000000003,433564.0,433680.0,240.0,SPT
2286,B6T0000000918,433440.0,0.0344,8,28,1,1,110.0,226.00000000000003,433790.0,433906.0,466.0,SPT
857,B6T0000000001,431940.0,0.1272,5,44,2,1,169.50000000000009,345.00000000000017,434075.5,434251.0,2311.0,SPT
14,B6T0000001209,434040.0,1.3573,3,9,1,1,24.0,53.99999999999999,434275.0,434305.0,265.0,SPT
24,B6T0000001209,434040.0,1.3573,3,9,1,1,24.0,53.99999999999999,434329.0,434359.0,319.0,SPT
15,B6T0000001209,434040.0,1.3573,3,9,2,1,24.0,53.99999999999999,434383.0,434413.0,373.0,SPT
23,B6T0000001209,434040.0,1.3573,3,9,2,1,24.0,53.99999999999999,434437.0,434467.0,427.0,SPT
2203,B6T0000001562,434460.0,0.0366,12,6,1,1,35.0,76.0,434502.0,434543.0,83.0,SPT
1447,B6T0000000191,433980.0,0.0689,3,48,1,1,185.50000000000009,377.00000000000017,434728.5,434920.0,940.0,SPT
1452,B6T0000000191,433980.0,0.0689,3,48,1,1,185.50000000000009,377.00000000000017,435105.5,435297.0,1317.0,SPT
89,B6T0000000261,435000.0,0.4826,2,43,2,1,158.50000000000009,323.00000000000017,435455.5,435620.0,620.0,SPT
90,B6T0000000261,435000.0,0.4826,2,43,2,1,158.50000000000009,323.00000000000017,435778.5,435943.0,943.0,SPT
1450,B6T0000000191,433980.0,0.0689,3,48,2,1,185.50000000000009,377.00000000000017,436128.5,436320.0,2340.0,SPT
1453,B6T0000000191,433980.0,0.0689,3,48,2,1,185.50000000000009,377.00000000000017,436505.5,436697.0,2717.0,SPT
1168,B6T0000001838,437280.0,0.0928,3,8,2,1,21.0,48.0,437301.0,437328.0,48.0,SPT
1176,B6T0000001838,437280.0,0.0928,3,8,2,1,21.0,48.0,437349.0,437376.0,96.0,SPT
3571,B6T0000001481,438000.0,0.0115,49,7,1,1,111.0,228.0,438111.0,438228.0,228.0,SPT
3570,B6T0000001481,438000.0,0.0115,49,7,1,1,111.0,228.0,438339.0,438456.0,456.0,SPT
1102,B6T0000001301,443640.0,0.1026,15,9,1,1,48.0,102.0,443688.0,443742.0,102.0,SPT
1117,B6T0000001301,443640.0,0.1026,15,9,1,1,48.0,102.0,443790.0,443844.0,204.0,SPT
1116,B6T0000001301,443640.0,0.1026,15,9,2,1,48.0,102.0,443892.0,443946.0,306.0,SPT
1108,B6T0000001301,443640.0,0.1026,15,9,2,1,48.0,102.0,443994.0,444048.0,408.0,SPT
3520,B6T0000001221,444720.0,0.0119,50,14,2,1,138.0,282.0,444858.0,445002.0,282.0,SPT
3521,B6T0000001221,444720.0,0.0119,50,14,2,1,138.0,282.0,445140.0,445284.0,564.0,SPT
1542,B6T0000000198,444780.0,0.0637,8,45,1,1,180.50000000000009,367.00000000000017,445464.5,445651.0,871.0,SPT
1553,B6T0000000198,444780.0,0.0637,8,45,1,1,180.50000000000009,367.00000000000017,445831.5,446018.0,1238.0,SPT
1550,B6T0000000198,444780.0,0.0637,8,45,2,1,180.50000000000009,367.00000000000017,446198.5,446385.0,1605.0,SPT
1551,B6T0000000198,444780.0,0.0637,8,45,2,1,180.50000000000009,367.00000000000017,446565.5,446752.0,1972.0,SPT
1628,B6T0000001671,456180.0,0.0597,6,6,1,1,23.0,52.0,456203.0,456232.0,52.0,SPT
1627,B6T0000001671,456180.0,0.0597,6,6,1,1,23.0,52.0,456255.0,456284.0,104.0,SPT
1626,B6T0000001671,456180.0,0.0597,6,6,2,1,23.0,52.0,456307.0,456336.0,156.0,SPT
1632,B6T0000001671,456180.0,0.0597,6,6,2,1,23.0,52.0,456359.0,456388.0,208.0,SPT
3508,B6T0000001321,459840.0,0.012,48,4,2,1,103.0,212.00000000000003,459943.0,460052.0,212.0,SPT
3509,B6T0000001321,459840.0,0.012,48,4,2,1,103.0,212.00000000000003,460155.0,460264.0,424.0,SPT
3398,B6T0000001778,460740.0,0.0132,42,6,2,1,95.0,196.0,460835.0,460936.0,196.0,SPT
3399,B6T0000001778,460740.0,0.0132,42,6,2,1,95.0,196.0,461031.0,461132.0,392.0,SPT
3119,B6T0000000490,462720.0,0.0172,40,11,1,1,106.0,218.0,462826.0,462938.0,218.0,SPT
1195,B6T0000001639,462840.0,0.0917,6,3,1,1,17.0,40.0,462955.0,462978.0,138.0,SPT
1210,B6T0000001639,462840.0,0.0917,6,3,1,1,17.0,40.0,462995.0,463018.0,178.0,SPT
1209,B6T0000001639,462840.0,0.0917,6,3,2,1,17.0,40.0,463035.0,463058.0,218.0,SPT
1208,B6T0000001639,462840.0,0.0917,6,3,2,1,17.0,40.0,463075.0,463098.0,258.0,SPT
3118,B6T0000000490,462720.0,0.0172,40,11,1,1,106.0,218.0,463204.0,463316.0,596.0,SPT
3120,B6T0000000490,462720.0,0.0172,40,11,2,1,106.0,218.0,463422.0,463534.0,814.0,SPT
531,B6T0000001197,463920.0,0.1865,4,15,1,1,49.99999999999999,106.0,463970.0,464026.0,106.0,SPT
528,B6T0000001197,463920.0,0.1865,4,15,1,1,49.99999999999999,106.0,464076.0,464132.0,212.0,SPT
533,B6T0000001197,463920.0,0.1865,4,15,2,1,49.99999999999999,106.0,464182.0,464238.0,318.0,SPT
534,B6T0000001197,463920.0,0.1865,4,15,2,1,49.99999999999999,106.0,464288.0,464344.0,424.0,SPT
1401,B6T0000000367,464880.0,0.0738,1,25,1,1,84.0,174.0,464964.0,465054.0,174.0,SPT
1402,B6T0000000367,464880.0,0.0738,1,25,1,1,84.0,174.0,465138.0,465228.0,348.0,SPT
3175,B6T0000000130,469800.0,0.0162,28,44,1,1,215.50000000000009,437.00000000000017,470015.5,470237.0,437.0,SPT
3176,B6T0000000130,469800.0,0.0162,28,44,1,1,215.50000000000009,437.00000000000017,470452.5,470674.0,874.0,SPT
1440,B6T0000000745,470460.0,0.0703,12,15,1,1,66.0,138.0,470740.0,470812.0,352.0,SPT
1438,B6T0000000745,470460.0,0.0703,12,15,1,1,66.0,138.0,470878.0,470950.0,490.0,SPT
1434,B6T0000000745,470460.0,0.0703,12,15,2,1,66.0,138.0,471016.0,471088.0,628.0,SPT
1442,B6T0000000745,470460.0,0.0703,12,15,2,1,66.0,138.0,471154.0,471226.0,766.0,SPT
3662,B6T0000001711,470640.0,0.0109,55,2,1,1,113.0,232.0,471339.0,471458.0,818.0,SPT
3663,B6T0000001711,470640.0,0.0109,55,2,1,1,113.0,232.0,471571.0,471690.0,1050.0,SPT
3518,B6T0000000875,470880.0,0.0119,34,30,2,1,170.00000000000003,346.00000000000006,471860.0,472036.0,1156.0,SPT
3519,B6T0000000875,470880.0,0.0119,34,30,2,1,170.00000000000003,346.00000000000006,472206.0,472382.0,1502.0,SPT
3177,B6T0000000130,469800.0,0.0162,28,44,2,1,215.50000000000009,437.00000000000017,472597.5,472819.0,3019.0,SPT
3694,B6T0000001794,474060.0,0.0107,53,7,1,1,119.0,244.00000000000003,474179.0,474304.0,244.0,SPT
3695,B6T0000001794,474060.0,0.0107,53,7,1,1,119.0,244.00000000000003,474423.0,474548.0,488.0,SPT
1756,B6T0000000007,479580.0,0.0553,11,43,1,1,176.50000000000009,359.00000000000017,479756.5,479939.0,359.0,SPT
1755,B6T0000000007,479580.0,0.0553,11,43,1,1,176.50000000000009,359.00000000000017,480115.5,480298.0,718.0,SPT
3467,B6T0000000689,481920.0,0.0123,30,32,2,1,170.00000000000003,346.00000000000006,482090.0,482266.0,346.0,SPT
3466,B6T0000000689,481920.0,0.0123,30,32,2,1,170.00000000000003,346.00000000000006,482436.0,482612.0,692.0,SPT
1759,B6T0000001236,482340.0,0.0547,7,23,1,1,88.00000000000001,182.00000000000003,482700.0,482794.0,454.0,SPT
1760,B6T0000001236,482340.0,0.0547,7,23,1,1,88.00000000000001,182.00000000000003,482882.0,482976.0,636.0,SPT
1761,B6T0000001236,482340.0,0.0547,7,23,2,1,88.00000000000001,182.00000000000003,483064.0,483158.0,818.0,SPT
1765,B6T0000001236,482340.0,0.0547,7,23,2,1,88.00000000000001,182.00000000000003,483246.0,483340.0,1000.0,SPT
3230,B6T0000000963,482700.0,0.0156,38,16,2,1,122.0,250.0,483462.0,483590.0,890.0,SPT
3229,B6T0000000963,482700.0,0.0156,38,16,2,1,122.0,250.0,483712.0,483840.0,1140.0,SPT
2667,B6T0000000114,482280.0,0.0239,17,46,1,1,203.50000000000009,413.00000000000017,484043.5,484253.0,1973.0,SPT
2666,B6T0000000114,482280.0,0.0239,17,46,1,1,203.50000000000009,413.00000000000017,484456.5,484666.0,2386.0,SPT
2665,B6T0000000114,482280.0,0.0239,17,46,2,1,203.50000000000009,413.00000000000017,484869.5,485079.0,2799.0,SPT
2664,B6T0000000114,482280.0,0.0239,17,46,2,1,203.50000000000009,413.00000000000017,485282.5,485492.0,3212.0,SPT
1890,B6T0000000716,486120.0,0.0455,9,23,1,1,92.0,190.00000000000003,486212.0,486310.0,190.0,SPT
1891,B6T0000000716,486120.0,0.0455,9,23,1,1,92.0,190.00000000000003,486402.0,486500.0,380.0,SPT
2626,B6T0000000212,518700.0,0.0249,11,50,2,1,211.50000000000009,429.00000000000017,518911.5,519129.0,429.0,SPT
417,B6T0000000050,519060.0,0.1901,2,45,1,1,168.50000000000009,343.00000000000017,519297.5,519472.0,412.0,SPT
418,B6T0000000050,519060.0,0.1901,2,45,1,1,168.50000000000009,343.00000000000017,519640.5,519815.0,755.0,SPT
419,B6T0000000050,519060.0,0.1901,2,45,2,1,168.50000000000009,343.00000000000017,519983.5,520158.0,1098.0,SPT
2490,B6T0000000500,519960.0,0.0281,31,9,1,1,80.0,166.0,520238.0,520324.0,364.0,SPT
2355,B6T0000000217,519420.0,0.0325,7,50,1,1,203.50000000000009,413.00000000000017,520527.5,520737.0,1317.0,SPT
1013,B6T0000001975,520500.0,0.109,5,3,1,1,15.0,36.0,520752.0,520773.0,273.0,SPT
