订单号,原材料号,到达时间(s),消耗占比,列坐标,层坐标,货架号,巷道号,单程时间(s),总运输时间(s),开始时刻(s),完成时刻(s),流动时间(s)
3515,B6T0000000775,280080.0,0.0119,46,18,2,1,146.0,298.0,280226.0,280378.0,298.0
3514,B6T0000000775,280080.0,0.0119,46,18,2,1,146.0,298.0,280524.0,280676.0,596.0
2566,B6T0000001793,282840.0,0.0268,19,4,1,1,45.0,96.0,282885.0,282936.0,96.0
2565,B6T0000001793,282840.0,0.0268,19,4,1,1,45.0,96.0,282981.0,283032.0,192.0
2567,B6T0000001793,282840.0,0.0268,19,4,2,1,45.0,96.0,283077.0,283128.0,288.0
2568,B6T0000001793,282840.0,0.0268,19,4,2,1,45.0,96.0,283173.0,283224.0,384.0
1093,B6T0000001415,287640.0,0.1031,3,7,2,1,19.0,44.0,287659.0,287684.0,44.0
1095,B6T0000001415,287640.0,0.1031,3,7,2,1,19.0,44.0,287703.0,287728.0,88.0
1361,B6T0000000150,295080.0,0.0758,1,49,2,1,186.50000000000009,379.00000000000017,295266.5,295459.0,379.0
1362,B6T0000000150,295080.0,0.0758,1,49,2,1,186.50000000000009,379.00000000000017,295645.5,295838.0,758.0
2357,B6T0000001471,296760.0,0.0316,16,2,1,1,35.0,76.0,296795.0,296836.0,76.0
1814,B6T0000001372,296820.0,0.0516,10,2,1,1,23.0,52.0,296859.0,296888.0,68.0
2361,B6T0000001471,296760.0,0.0316,16,2,1,1,35.0,76.0,296923.0,296964.0,204.0
2360,B6T0000001471,296760.0,0.0316,16,2,2,1,35.0,76.0,296999.0,297040.0,280.0
2359,B6T0000001471,296760.0,0.0316,16,2,2,1,35.0,76.0,297075.0,297116.0,356.0
3622,B6T0000001034,297000.0,0.0111,49,19,1,1,156.0,318.0,297272.0,297434.0,434.0
2920,B6T0000000210,297420.0,0.0201,24,43,2,1,202.50000000000009,411.00000000000017,297636.5,297845.0,425.0
2921,B6T0000000210,297420.0,0.0201,24,43,2,1,202.50000000000009,411.00000000000017,298047.5,298256.0,836.0
3623,B6T0000001034,297000.0,0.0111,49,19,1,1,156.0,318.0,298412.0,298574.0,1574.0
2953,B6T0000000119,303420.0,0.0197,17,49,1,1,218.50000000000009,443.00000000000017,303638.5,303863.0,443.0
2954,B6T0000000119,303420.0,0.0197,17,49,1,1,218.50000000000009,443.00000000000017,304081.5,304306.0,886.0
2955,B6T0000000119,303420.0,0.0197,17,49,2,1,218.50000000000009,443.00000000000017,304524.5,304749.0,1329.0
3345,B6T0000000466,303780.0,0.0137,43,15,1,1,127.99999999999997,261.99999999999994,304877.0,305011.0,1231.0
3344,B6T0000000466,303780.0,0.0137,43,15,1,1,127.99999999999997,261.99999999999994,305139.0,305273.0,1493.0
810,B6T0000000540,305220.0,0.1348,1,19,1,1,60.00000000000001,126.00000000000001,305333.0,305399.0,179.0
811,B6T0000000540,305220.0,0.1348,1,19,1,1,60.00000000000001,126.00000000000001,305459.0,305525.0,305.0
808,B6T0000000540,305220.0,0.1348,1,19,2,1,60.00000000000001,126.00000000000001,305585.0,305651.0,431.0
806,B6T0000000540,305220.0,0.1348,1,19,2,1,60.00000000000001,126.00000000000001,305711.0,305777.0,557.0
3157,B6T0000001949,306360.0,0.0166,35,3,1,1,75.0,156.0,306435.0,306516.0,156.0
3158,B6T0000001949,306360.0,0.0166,35,3,1,1,75.0,156.0,306591.0,306672.0,312.0
3159,B6T0000001949,306360.0,0.0166,35,3,2,1,75.0,156.0,306747.0,306828.0,468.0
1157,B6T0000000245,307800.0,0.0931,5,45,2,1,174.50000000000009,355.00000000000017,307974.5,308155.0,355.0
1156,B6T0000000245,307800.0,0.0931,5,45,2,1,174.50000000000009,355.00000000000017,308329.5,308510.0,710.0
307,B6T0000001196,309060.0,0.2132,4,14,1,1,45.99999999999999,97.99999999999999,309106.0,309158.0,98.0
514,B6T0000001101,309720.0,0.1876,6,13,1,1,46.0,98.0,309766.0,309818.0,98.0
513,B6T0000001101,309720.0,0.1876,6,13,1,1,46.0,98.0,309864.0,309916.0,196.0
516,B6T0000001101,309720.0,0.1876,6,13,2,1,46.0,98.0,309962.0,310014.0,294.0
517,B6T0000001101,309720.0,0.1876,6,13,2,1,46.0,98.0,310060.0,310112.0,392.0
245,B6T0000000581,311400.0,0.27,9,9,1,1,36.0,78.0,311436.0,311478.0,78.0
246,B6T0000000581,311400.0,0.27,9,9,1,1,36.0,78.0,311514.0,311556.0,156.0
247,B6T0000000581,311400.0,0.27,9,9,2,1,36.0,78.0,311592.0,311634.0,234.0
248,B6T0000000581,311400.0,0.27,9,9,2,1,36.0,78.0,311670.0,311712.0,312.0
232,B6T0000000581,311400.0,0.27,8,10,1,1,38.0,82.0,311750.0,311794.0,394.0
233,B6T0000000581,311400.0,0.27,8,10,1,1,38.0,82.0,311832.0,311876.0,476.0
234,B6T0000000581,311400.0,0.27,8,10,2,1,38.0,82.0,311914.0,311958.0,558.0
221,B6T0000000581,311400.0,0.27,8,10,2,1,38.0,82.0,311996.0,312040.0,640.0
2139,B6T0000001633,313320.0,0.0388,12,4,2,1,31.000000000000004,68.0,313351.0,313388.0,68.0
2140,B6T0000001633,313320.0,0.0388,12,4,2,1,31.000000000000004,68.0,313419.0,313456.0,136.0
2779,B6T0000001508,313320.0,0.0226,22,8,1,1,59.0,124.0,313515.0,313580.0,260.0
2777,B6T0000001508,313320.0,0.0226,22,8,1,1,59.0,124.0,313639.0,313704.0,384.0
3630,B6T0000001985,315240.0,0.0111,53,4,1,1,113.00000000000001,232.00000000000003,315353.0,315472.0,232.0
3121,B6T0000001982,315300.0,0.0172,32,5,2,1,73.0,152.0,315545.0,315624.0,324.0
3122,B6T0000001982,315300.0,0.0172,32,5,2,1,73.0,152.0,315697.0,315776.0,476.0
3631,B6T0000001985,315240.0,0.0111,53,4,1,1,113.00000000000001,232.00000000000003,315889.0,316008.0,768.0
3507,B6T0000000958,344940.0,0.012,52,12,2,1,134.0,274.0,345074.0,345214.0,274.0
3506,B6T0000000958,344940.0,0.012,52,12,2,1,134.0,274.0,345348.0,345488.0,548.0
3682,B6T0000001349,345000.0,0.0107,54,5,2,1,117.0,240.0,345605.0,345728.0,728.0
146,B6T0000000154,345600.0,0.3556,3,43,1,1,160.50000000000009,327.00000000000017,345888.5,346055.0,455.0
131,B6T0000000154,345600.0,0.3556,3,43,1,1,160.50000000000009,327.00000000000017,346215.5,346382.0,782.0
136,B6T0000000154,345600.0,0.3556,3,43,2,1,160.50000000000009,327.00000000000017,346542.5,346709.0,1109.0
130,B6T0000000154,345600.0,0.3556,3,43,2,1,160.50000000000009,327.00000000000017,346869.5,347036.0,1436.0
755,B6T0000000843,345900.0,0.1548,4,16,1,1,53.99999999999999,113.99999999999999,347090.0,347150.0,1250.0
754,B6T0000000843,345900.0,0.1548,4,16,2,1,53.99999999999999,113.99999999999999,347204.0,347264.0,1364.0
753,B6T0000000843,345900.0,0.1548,4,16,2,1,53.99999999999999,113.99999999999999,347318.0,347378.0,1478.0
984,B6T0000001844,345960.0,0.1128,6,1,1,1,13.000000000000002,32.0,347391.0,347410.0,1450.0
983,B6T0000001844,345960.0,0.1128,6,1,1,1,13.000000000000002,32.0,347423.0,347442.0,1482.0
975,B6T0000001844,345960.0,0.1128,6,1,2,1,13.000000000000002,32.0,347455.0,347474.0,1514.0
982,B6T0000001844,345960.0,0.1128,6,1,2,1,13.000000000000002,32.0,347487.0,347506.0,1546.0
1774,B6T0000001573,346920.0,0.0542,8,5,1,1,25.0,56.0,347531.0,347562.0,642.0
1770,B6T0000001573,346920.0,0.0542,8,5,1,1,25.0,56.0,347587.0,347618.0,698.0
1991,B6T0000000186,345840.0,0.0427,5,49,1,1,194.50000000000009,395.00000000000017,347812.5,348013.0,2173.0
1992,B6T0000000186,345840.0,0.0427,5,49,1,1,194.50000000000009,395.00000000000017,348207.5,348408.0,2568.0
1993,B6T0000000186,345840.0,0.0427,5,49,2,1,194.50000000000009,395.00000000000017,348602.5,348803.0,2963.0
1994,B6T0000000186,345840.0,0.0427,5,49,2,1,194.50000000000009,395.00000000000017,348997.5,349198.0,3358.0
2453,B6T0000001399,346620.0,0.0288,19,1,1,1,39.0,84.0,349237.0,349282.0,2662.0
2981,B6T0000001316,346500.0,0.0193,37,11,1,1,100.0,206.0,349382.0,349488.0,2988.0
2982,B6T0000001316,346500.0,0.0193,37,11,1,1,100.0,206.0,349588.0,349694.0,3194.0
2980,B6T0000001316,346500.0,0.0193,37,11,2,1,100.0,206.0,349794.0,349900.0,3400.0
3103,B6T0000000740,347460.0,0.0174,12,38,2,1,158.00000000000006,322.0000000000001,350058.0,350222.0,2762.0
3105,B6T0000000740,347460.0,0.0174,12,38,2,1,158.00000000000006,322.0000000000001,350380.0,350544.0,3084.0
2832,B6T0000001965,350460.0,0.0217,26,3,2,1,57.0,120.0,350601.0,350664.0,204.0
2833,B6T0000001965,350460.0,0.0217,26,3,2,1,57.0,120.0,350721.0,350784.0,324.0
3683,B6T0000001349,345000.0,0.0107,54,5,2,1,117.0,240.0,350901.0,351024.0,6024.0
3055,B6T0000000985,350820.0,0.0183,27,22,2,1,124.00000000000001,254.00000000000003,351148.0,351278.0,458.0
3056,B6T0000000985,350820.0,0.0183,27,22,2,1,124.00000000000001,254.00000000000003,351402.0,351532.0,712.0
2934,B6T0000001579,351840.0,0.02,28,3,1,1,61.0,128.0,351901.0,351968.0,128.0
3661,B6T0000001520,357480.0,0.0109,55,3,1,1,115.0,236.0,357595.0,357716.0,236.0
3660,B6T0000001520,357480.0,0.0109,55,3,1,1,115.0,236.0,357831.0,357952.0,472.0
2514,B6T0000001586,358920.0,0.0279,16,7,1,1,45.0,96.0,358965.0,359016.0,96.0
2513,B6T0000001586,358920.0,0.0279,16,7,1,1,45.0,96.0,359061.0,359112.0,192.0
2510,B6T0000001586,358920.0,0.0279,16,7,2,1,45.0,96.0,359157.0,359208.0,288.0
2511,B6T0000001586,358920.0,0.0279,16,7,2,1,45.0,96.0,359253.0,359304.0,384.0
925,B6T0000000508,368640.0,0.1252,2,19,2,1,62.00000000000001,130.0,368702.0,368770.0,130.0
3234,B6T0000000746,370800.0,0.0155,34,20,1,1,130.0,266.0,370930.0,371066.0,266.0
3235,B6T0000000746,370800.0,0.0155,34,20,1,1,130.0,266.0,371196.0,371332.0,532.0
2727,B6T0000001708,372780.0,0.0232,22,6,1,1,55.0,116.0,372835.0,372896.0,116.0
2724,B6T0000001708,372780.0,0.0232,22,6,1,1,55.0,116.0,372951.0,373012.0,232.0
1648,B6T0000000735,373800.0,0.0594,13,16,1,1,72.0,150.0,373872.0,373950.0,150.0
1649,B6T0000000735,373800.0,0.0594,13,16,1,1,72.0,150.0,374022.0,374100.0,300.0
1654,B6T0000000735,373800.0,0.0594,13,16,2,1,72.0,150.0,374172.0,374250.0,450.0
104,B6T0000000261,375420.0,0.4826,2,43,1,1,158.50000000000009,323.00000000000017,375578.5,375743.0,323.0
100,B6T0000000261,375420.0,0.4826,2,43,1,1,158.50000000000009,323.00000000000017,375901.5,376066.0,646.0
309,B6T0000001196,376320.0,0.2132,4,14,1,1,45.99999999999999,97.99999999999999,376366.0,376418.0,98.0
310,B6T0000001196,376320.0,0.2132,4,14,2,1,45.99999999999999,97.99999999999999,376464.0,376516.0,196.0
314,B6T0000001196,376320.0,0.2132,4,14,2,1,45.99999999999999,97.99999999999999,376562.0,376614.0,294.0
2113,B6T0000001146,385500.0,0.0392,23,12,1,1,76.0,158.0,385576.0,385658.0,158.0
2114,B6T0000001146,385500.0,0.0392,23,12,1,1,76.0,158.0,385734.0,385816.0,316.0
2115,B6T0000001146,385500.0,0.0392,23,12,2,1,76.0,158.0,385892.0,385974.0,474.0
2116,B6T0000001146,385500.0,0.0392,23,12,2,1,76.0,158.0,386050.0,386132.0,632.0
3705,B6T0000000764,387780.0,0.0106,44,26,2,1,174.0,354.0,387954.0,388134.0,354.0
3704,B6T0000000764,387780.0,0.0106,44,26,2,1,174.0,354.0,388308.0,388488.0,708.0
3205,B6T0000000817,391080.0,0.0158,19,34,1,1,156.00000000000006,318.0000000000001,391236.0,391398.0,318.0
3206,B6T0000000817,391080.0,0.0158,19,34,1,1,156.00000000000006,318.0000000000001,391554.0,391716.0,636.0
2899,B6T0000000255,391680.0,0.0204,16,49,2,1,216.50000000000009,439.00000000000017,391932.5,392155.0,475.0
2901,B6T0000000255,391680.0,0.0204,16,49,2,1,216.50000000000009,439.00000000000017,392371.5,392594.0,914.0
3207,B6T0000000817,391080.0,0.0158,19,34,2,1,156.00000000000006,318.0000000000001,392750.0,392912.0,1832.0
3580,B6T0000000433,399600.0,0.0113,26,40,2,1,194.00000000000006,394.0000000000001,399794.0,399994.0,394.0
3581,B6T0000000433,399600.0,0.0113,26,40,2,1,194.00000000000006,394.0000000000001,400188.0,400388.0,788.0
2150,B6T0000001080,401220.0,0.0375,3,32,1,1,116.00000000000003,238.00000000000006,401336.0,401458.0,238.0
2148,B6T0000001080,401220.0,0.0375,3,32,1,1,116.00000000000003,238.00000000000006,401574.0,401696.0,476.0
2152,B6T0000001080,401220.0,0.0375,3,32,2,1,116.00000000000003,238.00000000000006,401812.0,401934.0,714.0
2919,B6T0000001125,402240.0,0.0202,34,13,1,1,102.0,210.0,402342.0,402450.0,210.0
2918,B6T0000001125,402240.0,0.0202,34,13,1,1,102.0,210.0,402552.0,402660.0,420.0
2917,B6T0000001125,402240.0,0.0202,34,13,2,1,102.0,210.0,402762.0,402870.0,630.0
1805,B6T0000001271,431580.0,0.0533,22,9,1,1,62.0,130.0,431642.0,431710.0,130.0
1801,B6T0000001271,431580.0,0.0533,22,9,1,1,62.0,130.0,431772.0,431840.0,260.0
962,B6T0000000445,431760.0,0.1202,9,13,1,1,52.0,110.0,431892.0,431950.0,190.0
861,B6T0000000001,431940.0,0.1272,5,44,1,1,169.50000000000009,345.00000000000017,432119.5,432295.0,355.0
869,B6T0000000001,431940.0,0.1272,5,44,1,1,169.50000000000009,345.00000000000017,432464.5,432640.0,700.0
857,B6T0000000001,431940.0,0.1272,5,44,2,1,169.50000000000009,345.00000000000017,432809.5,432985.0,1045.0
969,B6T0000000445,431760.0,0.1202,9,13,1,1,52.0,110.0,433037.0,433095.0,1335.0
968,B6T0000000445,431760.0,0.1202,9,13,2,1,52.0,110.0,433147.0,433205.0,1445.0
967,B6T0000000445,431760.0,0.1202,9,13,2,1,52.0,110.0,433257.0,433315.0,1555.0
1800,B6T0000001271,431580.0,0.0533,22,9,2,1,62.0,130.0,433377.0,433445.0,1865.0
1799,B6T0000001271,431580.0,0.0533,22,9,2,1,62.0,130.0,433507.0,433575.0,1995.0
1959,B6T0000001683,432000.0,0.0437,12,1,1,1,25.000000000000004,56.00000000000001,433600.0,433631.0,1631.0
1963,B6T0000001683,432000.0,0.0437,12,1,1,1,25.000000000000004,56.00000000000001,433656.0,433687.0,1687.0
1964,B6T0000001683,432000.0,0.0437,12,1,2,1,25.000000000000004,56.00000000000001,433712.0,433743.0,1743.0
1957,B6T0000001683,432000.0,0.0437,12,1,2,1,25.000000000000004,56.00000000000001,433768.0,433799.0,1799.0
2287,B6T0000000918,433440.0,0.0344,8,28,1,1,110.00000000000001,226.00000000000003,433909.0,434025.0,585.0
1447,B6T0000000191,433980.0,0.0689,3,48,1,1,185.50000000000009,377.00000000000017,434210.5,434402.0,422.0
14,B6T0000001209,434040.0,1.3573,3,9,1,1,23.999999999999996,53.99999999999999,434426.0,434456.0,416.0
24,B6T0000001209,434040.0,1.3573,3,9,1,1,23.999999999999996,53.99999999999999,434480.0,434510.0,470.0
15,B6T0000001209,434040.0,1.3573,3,9,2,1,23.999999999999996,53.99999999999999,434534.0,434564.0,524.0
23,B6T0000001209,434040.0,1.3573,3,9,2,1,23.999999999999996,53.99999999999999,434588.0,434618.0,578.0
1452,B6T0000000191,433980.0,0.0689,3,48,1,1,185.50000000000009,377.00000000000017,434803.5,434995.0,1015.0
1450,B6T0000000191,433980.0,0.0689,3,48,2,1,185.50000000000009,377.00000000000017,435180.5,435372.0,1392.0
89,B6T0000000261,435000.0,0.4826,2,43,2,1,158.50000000000009,323.00000000000017,435530.5,435695.0,695.0
90,B6T0000000261,435000.0,0.4826,2,43,2,1,158.50000000000009,323.00000000000017,435853.5,436018.0,1018.0
1453,B6T0000000191,433980.0,0.0689,3,48,2,1,185.50000000000009,377.00000000000017,436203.5,436395.0,2415.0
2203,B6T0000001562,434460.0,0.0366,12,6,1,1,35.0,76.0,436430.0,436471.0,2011.0
2286,B6T0000000918,433440.0,0.0344,8,28,1,1,110.00000000000001,226.00000000000003,436581.0,436697.0,3257.0
1168,B6T0000001838,437280.0,0.0928,3,8,2,1,21.0,48.0,437301.0,437328.0,48.0
1176,B6T0000001838,437280.0,0.0928,3,8,2,1,21.0,48.0,437349.0,437376.0,96.0
3571,B6T0000001481,438000.0,0.0115,49,7,1,1,111.0,228.0,438111.0,438228.0,228.0
3570,B6T0000001481,438000.0,0.0115,49,7,1,1,111.0,228.0,438339.0,438456.0,456.0
1102,B6T0000001301,443640.0,0.1026,15,9,1,1,48.0,102.0,443688.0,443742.0,102.0
1117,B6T0000001301,443640.0,0.1026,15,9,1,1,48.0,102.0,443790.0,443844.0,204.0
1116,B6T0000001301,443640.0,0.1026,15,9,2,1,48.0,102.0,443892.0,443946.0,306.0
1108,B6T0000001301,443640.0,0.1026,15,9,2,1,48.0,102.0,443994.0,444048.0,408.0
3520,B6T0000001221,444720.0,0.0119,50,14,2,1,138.0,282.0,444858.0,445002.0,282.0
1542,B6T0000000198,444780.0,0.0637,8,45,1,1,180.50000000000009,367.00000000000017,445182.5,445369.0,589.0
1553,B6T0000000198,444780.0,0.0637,8,45,1,1,180.50000000000009,367.00000000000017,445549.5,445736.0,956.0
1550,B6T0000000198,444780.0,0.0637,8,45,2,1,180.50000000000009,367.00000000000017,445916.5,446103.0,1323.0
1551,B6T0000000198,444780.0,0.0637,8,45,2,1,180.50000000000009,367.00000000000017,446283.5,446470.0,1690.0
3521,B6T0000001221,444720.0,0.0119,50,14,2,1,138.0,282.0,446608.0,446752.0,2032.0
1628,B6T0000001671,456180.0,0.0597,6,6,1,1,23.0,52.0,456203.0,456232.0,52.0
1627,B6T0000001671,456180.0,0.0597,6,6,1,1,23.0,52.0,456255.0,456284.0,104.0
1626,B6T0000001671,456180.0,0.0597,6,6,2,1,23.0,52.0,456307.0,456336.0,156.0
1632,B6T0000001671,456180.0,0.0597,6,6,2,1,23.0,52.0,456359.0,456388.0,208.0
3508,B6T0000001321,459840.0,0.012,48,4,2,1,103.00000000000001,212.00000000000003,459943.0,460052.0,212.0
3509,B6T0000001321,459840.0,0.012,48,4,2,1,103.00000000000001,212.00000000000003,460155.0,460264.0,424.0
3398,B6T0000001778,460740.0,0.0132,42,6,2,1,95.0,196.0,460835.0,460936.0,196.0
3399,B6T0000001778,460740.0,0.0132,42,6,2,1,95.0,196.0,461031.0,461132.0,392.0
3119,B6T0000000490,462720.0,0.0172,40,11,1,1,106.0,218.0,462826.0,462938.0,218.0
1195,B6T0000001639,462840.0,0.0917,6,3,1,1,17.0,40.0,462955.0,462978.0,138.0
1210,B6T0000001639,462840.0,0.0917,6,3,1,1,17.0,40.0,462995.0,463018.0,178.0
1209,B6T0000001639,462840.0,0.0917,6,3,2,1,17.0,40.0,463035.0,463058.0,218.0
1208,B6T0000001639,462840.0,0.0917,6,3,2,1,17.0,40.0,463075.0,463098.0,258.0
3118,B6T0000000490,462720.0,0.0172,40,11,1,1,106.0,218.0,463204.0,463316.0,596.0
3120,B6T0000000490,462720.0,0.0172,40,11,2,1,106.0,218.0,463422.0,463534.0,814.0
531,B6T0000001197,463920.0,0.1865,4,15,1,1,49.99999999999999,105.99999999999999,463970.0,464026.0,106.0
528,B6T0000001197,463920.0,0.1865,4,15,1,1,49.99999999999999,105.99999999999999,464076.0,464132.0,212.0
533,B6T0000001197,463920.0,0.1865,4,15,2,1,49.99999999999999,105.99999999999999,464182.0,464238.0,318.0
534,B6T0000001197,463920.0,0.1865,4,15,2,1,49.99999999999999,105.99999999999999,464288.0,464344.0,424.0
1401,B6T0000000367,464880.0,0.0738,1,25,1,1,84.0,174.0,464964.0,465054.0,174.0
1402,B6T0000000367,464880.0,0.0738,1,25,1,1,84.0,174.0,465138.0,465228.0,348.0
3175,B6T0000000130,469800.0,0.0162,28,44,1,1,215.50000000000009,437.00000000000017,470015.5,470237.0,437.0
3176,B6T0000000130,469800.0,0.0162,28,44,1,1,215.50000000000009,437.00000000000017,470452.5,470674.0,874.0
1440,B6T0000000745,470460.0,0.0703,12,15,1,1,66.0,138.0,470740.0,470812.0,352.0
1438,B6T0000000745,470460.0,0.0703,12,15,1,1,66.0,138.0,470878.0,470950.0,490.0
1434,B6T0000000745,470460.0,0.0703,12,15,2,1,66.0,138.0,471016.0,471088.0,628.0
1442,B6T0000000745,470460.0,0.0703,12,15,2,1,66.0,138.0,471154.0,471226.0,766.0
3177,B6T0000000130,469800.0,0.0162,28,44,2,1,215.50000000000009,437.00000000000017,471441.5,471663.0,1863.0
3518,B6T0000000875,470880.0,0.0119,34,30,2,1,170.00000000000003,346.00000000000006,471833.0,472009.0,1129.0
3519,B6T0000000875,470880.0,0.0119,34,30,2,1,170.00000000000003,346.00000000000006,472179.0,472355.0,1475.0
3662,B6T0000001711,470640.0,0.0109,55,2,1,1,113.0,232.0,472468.0,472587.0,1947.0
3663,B6T0000001711,470640.0,0.0109,55,2,1,1,113.0,232.0,472700.0,472819.0,2179.0
3694,B6T0000001794,474060.0,0.0107,53,7,1,1,119.00000000000001,244.00000000000003,474179.0,474304.0,244.0
3695,B6T0000001794,474060.0,0.0107,53,7,1,1,119.00000000000001,244.00000000000003,474423.0,474548.0,488.0
1756,B6T0000000007,479580.0,0.0553,11,43,1,1,176.50000000000009,359.00000000000017,479756.5,479939.0,359.0
1755,B6T0000000007,479580.0,0.0553,11,43,1,1,176.50000000000009,359.00000000000017,480115.5,480298.0,718.0
3467,B6T0000000689,481920.0,0.0123,30,32,2,1,170.00000000000003,346.00000000000006,482090.0,482266.0,346.0
3466,B6T0000000689,481920.0,0.0123,30,32,2,1,170.00000000000003,346.00000000000006,482436.0,482612.0,692.0
1759,B6T0000001236,482340.0,0.0547,7,23,1,1,88.00000000000001,182.00000000000003,482700.0,482794.0,454.0
1760,B6T0000001236,482340.0,0.0547,7,23,1,1,88.00000000000001,182.00000000000003,482882.0,482976.0,636.0
1761,B6T0000001236,482340.0,0.0547,7,23,2,1,88.00000000000001,182.00000000000003,483064.0,483158.0,818.0
1765,B6T0000001236,482340.0,0.0547,7,23,2,1,88.00000000000001,182.00000000000003,483246.0,483340.0,1000.0
2667,B6T0000000114,482280.0,0.0239,17,46,1,1,203.50000000000009,413.00000000000017,483543.5,483753.0,1473.0
2666,B6T0000000114,482280.0,0.0239,17,46,1,1,203.50000000000009,413.00000000000017,483956.5,484166.0,1886.0
2665,B6T0000000114,482280.0,0.0239,17,46,2,1,203.50000000000009,413.00000000000017,484369.5,484579.0,2299.0
2664,B6T0000000114,482280.0,0.0239,17,46,2,1,203.50000000000009,413.00000000000017,484782.5,484992.0,2712.0
3230,B6T0000000963,482700.0,0.0156,38,16,2,1,122.0,250.0,485114.0,485242.0,2542.0
3229,B6T0000000963,482700.0,0.0156,38,16,2,1,122.0,250.0,485364.0,485492.0,2792.0
1890,B6T0000000716,486120.0,0.0455,9,23,1,1,92.00000000000001,190.00000000000003,486212.0,486310.0,190.0
1891,B6T0000000716,486120.0,0.0455,9,23,1,1,92.00000000000001,190.00000000000003,486402.0,486500.0,380.0
2626,B6T0000000212,518700.0,0.0249,11,50,2,1,211.50000000000009,429.00000000000017,518911.5,519129.0,429.0
417,B6T0000000050,519060.0,0.1901,2,45,1,1,168.50000000000009,343.00000000000017,519297.5,519472.0,412.0
418,B6T0000000050,519060.0,0.1901,2,45,1,1,168.50000000000009,343.00000000000017,519640.5,519815.0,755.0
419,B6T0000000050,519060.0,0.1901,2,45,2,1,168.50000000000009,343.00000000000017,519983.5,520158.0,1098.0
2355,B6T0000000217,519420.0,0.0325,7,50,1,1,203.50000000000009,413.00000000000017,520361.5,520571.0,1151.0
1013,B6T0000001975,520500.0,0.109,5,3,1,1,15.0,36.0,520586.0,520607.0,107.0
1012,B6T0000001975,520500.0,0.109,5,3,1,1,15.0,36.0,520622.0,520643.0,143.0
1011,B6T0000001975,520500.0,0.109,5,3,2,1,15.0,36.0,520658.0,520679.0,179.0
1016,B6T0000001975,520500.0,0.109,5,3,2,1,15.0,36.0,520694.0,520715.0,215.0
2353,B6T0000000217,519420.0,0.0325,7,50,1,1,203.50000000000009,413.00000000000017,520918.5,521128.0,1708.0
854,B6T0000001220,520740.0,0.1275,11,10,1,1,44.0,94.0,521172.0,521222.0,482.0
853,B6T0000001220,520740.0,0.1275,11,10,1,1,44.0,94.0,521266.0,521316.0,576.0
609,B6T0000000247,521280.0,0.1761,1,46,1,1,171.50000000000009,349.00000000000017,521487.5,521665.0,385.0
852,B6T0000001220,520740.0,0.1275,11,10,2,1,44.0,94.0,521709.0,521759.0,1019.0
851,B6T0000001220,520740.0,0.1275,11,10,2,1,44.0,94.0,521803.0,521853.0,1113.0
2352,B6T0000000217,519420.0,0.0325,7,50,2,1,203.50000000000009,413.00000000000017,522056.5,522266.0,2846.0
2351,B6T0000000217,519420.0,0.0325,7,50,2,1,203.50000000000009,413.00000000000017,522469.5,522679.0,3259.0
2490,B6T0000000500,519960.0,0.0281,31,9,1,1,80.0,166.0,522759.0,522845.0,2885.0
2624,B6T0000000212,518700.0,0.0249,11,50,2,1,211.50000000000009,429.00000000000017,523056.5,523274.0,4574.0
2183,B6T0000001469,530640.0,0.0369,14,2,1,1,31.0,68.0,530671.0,530708.0,68.0
1928,B6T0000001140,531960.0,0.0442,23,10,2,1,68.0,142.0,532028.0,532102.0,142.0
1927,B6T0000001140,531960.0,0.0442,23,10,2,1,68.0,142.0,532170.0,532244.0,284.0
3320,B6T0000001039,534120.0,0.0142,31,26,1,1,148.0,302.0,534268.0,534422.0,302.0
3321,B6T0000001039,534120.0,0.0142,31,26,1,1,148.0,302.0,534570.0,534724.0,604.0
2471,B6T0000001437,546420.0,0.0286,17,5,1,1,43.0,92.0,546463.0,546512.0,92.0
3183,B6T0000001557,549660.0,0.0161,36,3,1,1,77.0,160.0,549737.0,549820.0,160.0
3181,B6T0000001557,549660.0,0.0161,36,3,1,1,77.0,160.0,549897.0,549980.0,320.0
